run_id,model,condition,level,layer,metric,value
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_effective_micro,precision,0.0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_effective_micro,recall,0.0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_effective_micro,f1,0.0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_effective_micro,tp,0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_effective_micro,fp,28
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_effective_micro,fn,44
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_effective_macro,precision,
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_effective_macro,recall,
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_effective_macro,f1,0.0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_effective_macro,tp,0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_effective_macro,fp,28
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_effective_macro,fn,44
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_declared_micro,precision,0.0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_declared_micro,recall,0.0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_declared_micro,f1,0.0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_declared_micro,tp,0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_declared_micro,fp,28
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_declared_micro,fn,30
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_declared_macro,precision,
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_declared_macro,recall,
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_declared_macro,f1,0.0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_declared_macro,tp,0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_declared_macro,fp,28
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,attributes_declared_macro,fn,30
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,relations,precision,0.3333333333333333
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,relations,recall,0.06666666666666667
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,relations,f1,0.1111111111111111
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,relations,tp,1
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,relations,fp,2
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M2,relations,fn,14
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,classes,precision,1.0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,classes,recall,0.2727272727272727
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,classes,f1,0.42857142857142855
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,classes,tp,3
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,classes,fp,0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,classes,fn,8
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,taxonomy,precision,0.0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,taxonomy,recall,0.0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,taxonomy,f1,0.0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,taxonomy,tp,0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,taxonomy,fp,0
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,taxonomy,fn,7
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_effective_micro,precision,0.17857142857142858
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_effective_micro,recall,0.11363636363636363
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_effective_micro,f1,0.1388888888888889
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_effective_micro,tp,5
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_effective_micro,fp,23
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_effective_micro,fn,39
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_effective_macro,precision,
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_effective_macro,recall,
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_effective_macro,f1,0.06035141329258976
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_effective_macro,tp,5
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_effective_macro,fp,23
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_effective_macro,fn,39
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_declared_micro,precision,0.17857142857142858
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_declared_micro,recall,0.16666666666666666
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_declared_micro,f1,0.17241379310344826
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_declared_micro,tp,5
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_declared_micro,fp,23
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_declared_micro,fn,25
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_declared_macro,precision,
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_declared_macro,recall,
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_declared_macro,f1,0.06035141329258976
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_declared_macro,tp,5
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_declared_macro,fp,23
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,attributes_declared_macro,fn,25
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,relations,precision,0.3333333333333333
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,relations,recall,0.06666666666666667
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,relations,f1,0.1111111111111111
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,relations,tp,1
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,relations,fp,2
2026-08-14T21:34:50Z-6ee0,us.anthropic.claude-haiku-4-5-20251001-v1:0,B3,M3,relations,fn,14
