run_id,model,condition,level,layer,metric,value
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,taxonomy,precision,0.0
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,taxonomy,recall,0.0
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,taxonomy,f1,0.0
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,taxonomy,tp,0
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,taxonomy,fp,3
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,taxonomy,fn,7
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_effective_micro,precision,0.0125
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_effective_micro,recall,0.022727272727272728
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_effective_micro,f1,0.016129032258064516
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_effective_micro,tp,1
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_effective_micro,fp,79
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_effective_micro,fn,43
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_effective_macro,precision,
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_effective_macro,recall,
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_effective_macro,f1,0.006734006734006734
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_effective_macro,tp,1
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_effective_macro,fp,79
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_effective_macro,fn,43
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_declared_micro,precision,0.0125
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_declared_micro,recall,0.03333333333333333
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_declared_micro,f1,0.01818181818181818
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_declared_micro,tp,1
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_declared_micro,fp,79
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_declared_micro,fn,29
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_declared_macro,precision,
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_declared_macro,recall,
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_declared_macro,f1,0.006734006734006734
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_declared_macro,tp,1
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_declared_macro,fp,79
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,attributes_declared_macro,fn,29
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,relations,precision,0.125
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,relations,recall,0.13333333333333333
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,relations,f1,0.12903225806451615
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,relations,tp,2
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,relations,fp,14
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M2,relations,fn,13
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,classes,precision,0.9
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,classes,recall,0.8181818181818182
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,classes,f1,0.8571428571428572
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,classes,tp,9
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,classes,fp,1
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,classes,fn,2
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,taxonomy,precision,1.0
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,taxonomy,recall,0.42857142857142855
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,taxonomy,f1,0.6
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,taxonomy,tp,3
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,taxonomy,fp,0
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,taxonomy,fn,4
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_effective_micro,precision,0.1640625
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_effective_micro,recall,0.4772727272727273
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_effective_micro,f1,0.24418604651162792
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_effective_micro,tp,21
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_effective_micro,fp,107
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_effective_micro,fn,23
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_effective_macro,precision,
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_effective_macro,recall,
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_effective_macro,f1,0.2121185979881632
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_effective_macro,tp,21
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_effective_macro,fp,107
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_effective_macro,fn,23
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_declared_micro,precision,0.15306122448979592
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_declared_micro,recall,0.5
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_declared_micro,f1,0.23437499999999997
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_declared_micro,tp,15
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_declared_micro,fp,83
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_declared_micro,fn,15
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_declared_macro,precision,
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_declared_macro,recall,
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_declared_macro,f1,0.1753126503126503
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_declared_macro,tp,15
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_declared_macro,fp,83
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,attributes_declared_macro,fn,15
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,relations,precision,0.0625
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,relations,recall,0.06666666666666667
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,relations,f1,0.06451612903225808
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,relations,tp,1
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,relations,fp,15
2026-08-19T20:38:13Z-4776,claude-opus-5,B3,M3,relations,fn,14
